City,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Ann Arbor,0.008746304686,0.007965377161,0.01415791383,0.009552923194,0.007869402887,0.003579578505,0.003513456539,0.008695047301,0.002568515141,0.005943889681,0.006737976922,0.0008497043029
Clinton Township,0.01136410595,0.005176680092,0.01134628873,0.008306079012,0.002084288632,0.006304706463,0.004135521024,0.0144328409,0.004078677693,0.002022306036,0.003010174389,0.0009948862845
Detroit,0.005319443434,0.004183334049,0.005575100671,0.003753658437,0.002531809991,0.0004447176988,0.0009814381995,0.003111317275,0.0004286393985,0.002336810312,0.00118831,0.004778451573
Grand Rapids,0.02793744083,0.01810685112,0.006237784339,0.01450055931,0.004147205043,0.003654093106,0.003193221854,0.003158676094,0.001568930983,0.002068412752,0.001536350042,0.001017614914
Lansing,0.02064587169,0.01301744337,0.007919537499,0.004370056374,0.00264568929,0.003563347409,0.003563347409,0.004359654018,0.004389545858,0.005267732505,0.004359425951,0.001736126182
